Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country
489554,22633,HAND WARMER UNION JACK,8,2023-01-01 15:25:00,11.24,15571,Germany
489857,20727,LUNCH BAG BLACK SKULL,50,2023-01-02 09:02:00,48.35,15576,United Kingdom
489684,48187,DOORMAT NEW ENGLAND,1,2023-01-03 09:37:00,1.32,17023,Germany
489663,47566,PARTY BUNTING,4,2023-01-04 08:09:00,28.48,16984,United Kingdom
489799,21730,GLASS STAR FROSTED T-LIGHT HOLDER,8,2023-01-04 08:30:00,2.9,18166,United Kingdom
489764,22748,POPPY'S PLAYHOUSE KITCHEN,6,2023-01-04 13:43:00,42.9,15048,Germany
489886,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,2023-01-04 19:44:00,43.49,17809,United Kingdom
489819,22623,BOX OF VINTAGE JIGSAW BLOCKS,1,2023-01-05 08:34:00,27.1,16202,United Kingdom
489773,22622,BOX OF VINTAGE ALPHABET BLOCKS,12,2023-01-05 17:04:00,0.72,16096,United Kingdom
489736,22086,PAPER CHAIN KIT 50'S CHRISTMAS,12,2023-01-06 19:21:00,14.81,14550,United Kingdom
489828,21755,LOVE BUILDING BLOCK WORD,7,2023-01-07 18:34:00,39.66,15038,EIRE
489875,71053,WHITE METAL LANTERN,12,2023-01-08 14:03:00,8.06,16279,Germany
489495,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,8,2023-01-08 15:34:00,29.26,18010,United Kingdom
489468,21755,LOVE BUILDING BLOCK WORD,4,2023-01-09 11:30:00,23.2,17938,Germany
489817,85099B,JUMBO BAG RED RETROSPOT,12,2023-01-09 13:48:00,30.25,16821,United Kingdom
489757,22086,PAPER CHAIN KIT 50'S CHRISTMAS,6,2023-01-10 12:27:00,9.5,16671,Spain
489603,22914,BLUE COAT RACK PARIS FASHION,4,2023-01-10 17:30:00,39.18,15356,United Kingdom
489751,22632,HAND WARMER RED POLKA DOT,12,2023-01-12 12:59:00,5.81,16053,United Kingdom
489548,84029E,RED WOOLLY HOTTIE WHITE HEART,6,2023-01-13 18:50:00,32.2,17480,United Kingdom
489883,85099B,JUMBO BAG RED RETROSPOT,11,2023-01-14 09:14:00,40.73,16959,United Kingdom
489819,22197,POPCORN HOLDER,12,2023-01-14 15:25:00,26.75,14822,United Kingdom
489490,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,5,2023-01-14 16:09:00,1.98,16826,Germany
489748,22622,BOX OF VINTAGE ALPHABET BLOCKS,9,2023-01-15 09:50:00,24.72,16442,United Kingdom
489558,84406B,CREAM CUPID HEARTS COAT HANGER,10,2023-01-16 08:50:00,3.22,14439,United Kingdom
489489,22633,HAND WARMER UNION JACK,2,2023-01-16 19:05:00,2.85,14039,United Kingdom
489635,22382,LUNCH BAG SPACEBOY DESIGN,6,2023-01-16 19:38:00,16.56,17753,United Kingdom
489883,85099C,JUMBO BAG BAROQUE BLACK WHITE,11,2023-01-17 11:06:00,39.25,14994,United Kingdom
489855,22197,POPCORN HOLDER,11,2023-01-18 11:35:00,24.59,14585,EIRE
489564,22913,RED COAT RACK PARIS FASHION,4,2023-01-18 12:58:00,48.49,14749,United Kingdom
489526,22748,POPPY'S PLAYHOUSE KITCHEN,1,2023-01-18 19:31:00,15.54,16171,United Kingdom
489485,21212,PACK OF 72 RETROSPOT CAKE CASES,9,2023-01-19 11:51:00,29.74,15035,United Kingdom
489872,84406B,CREAM CUPID HEARTS COAT HANGER,3,2023-01-21 17:27:00,40.15,14291,United Kingdom
489616,84406B,CREAM CUPID HEARTS COAT HANGER,3,2023-01-22 18:57:00,12.86,14970,United Kingdom
489440,22912,YELLOW COAT RACK PARIS FASHION,8,2023-01-23 12:26:00,28.18,18213,United Kingdom
489666,84029E,RED WOOLLY HOTTIE WHITE HEART,2,2023-01-23 15:08:00,9.94,15805,United Kingdom
489813,22310,IVORY KNITTED MUG COSY,85,2023-01-23 15:35:00,7.69,14292,United Kingdom
489454,22622,BOX OF VINTAGE ALPHABET BLOCKS,4,2023-01-24 09:04:00,46.87,17563,United Kingdom
489515,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2023-01-26 12:39:00,22.1,17201,United Kingdom
489729,20727,LUNCH BAG BLACK SKULL,63,2023-01-27 08:40:00,0.81,15933,United Kingdom
489528,85099B,JUMBO BAG RED RETROSPOT,5,2023-01-27 10:32:00,21.74,15583,Netherlands
489473,22632,HAND WARMER RED POLKA DOT,12,2023-01-27 11:25:00,29.62,16046,United Kingdom
489711,23084,RABBIT NIGHT LIGHT,12,2023-01-28 12:52:00,31.19,14572,United Kingdom
489847,22914,BLUE COAT RACK PARIS FASHION,11,2023-01-28 13:15:00,7.81,14720,United Kingdom
489841,84879,ASSORTED COLOUR BIRD ORNAMENT,5,2023-01-28 16:42:00,26.59,16863,Germany
489570,22632,HAND WARMER RED POLKA DOT,9,2023-01-29 14:29:00,45.05,16373,United Kingdom
489656,20727,LUNCH BAG BLACK SKULL,5,2023-01-30 09:52:00,49.24,17165,United Kingdom
489532,22622,BOX OF VINTAGE ALPHABET BLOCKS,57,2023-01-30 10:33:00,46.84,14210,United Kingdom
489791,22632,HAND WARMER RED POLKA DOT,12,2023-01-31 12:23:00,25.89,15184,United Kingdom
489796,21755,LOVE BUILDING BLOCK WORD,7,2023-01-31 15:26:00,27.94,14530,EIRE
489654,47566,PARTY BUNTING,2,2023-02-03 08:51:00,9.71,14244,EIRE
489677,22914,BLUE COAT RACK PARIS FASHION,8,2023-02-04 08:52:00,13.57,15562,France
489668,22745,POPPY'S PLAYHOUSE BEDROOM,5,2023-02-04 19:03:00,49.97,14882,United Kingdom
489754,22086,PAPER CHAIN KIT 50'S CHRISTMAS,12,2023-02-05 10:01:00,7.5,15773,United Kingdom
489534,22914,BLUE COAT RACK PARIS FASHION,8,2023-02-07 15:58:00,11.78,14074,EIRE
489487,21777,RECIPE BOX WITH METAL HEART,1,2023-02-07 18:06:00,26.05,16725,United Kingdom
489828,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1,2023-02-12 13:35:00,27.63,16362,Germany
489788,20725,LUNCH BAG RED RETROSPOT,11,2023-02-13 13:30:00,29.32,14893,France
489465,23204,JUMBO BAG BABUSHKA,5,2023-02-14 09:26:00,32.16,16049,United Kingdom
489885,21034,REX CASH+CARRY JUMBO SHOPPER,12,2023-02-15 15:45:00,43.38,18252,United Kingdom
489790,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,3,2023-02-16 11:51:00,36.45,16172,United Kingdom
489718,22632,HAND WARMER RED POLKA DOT,1,2023-02-16 19:28:00,11.4,18271,Switzerland
489477,22912,YELLOW COAT RACK PARIS FASHION,5,2023-02-18 16:54:00,9.06,14062,France
489739,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,40,2023-02-19 18:28:00,5.54,14116,United Kingdom
489828,22382,LUNCH BAG SPACEBOY DESIGN,9,2023-02-20 11:34:00,47.55,16099,United Kingdom
489829,21755,LOVE BUILDING BLOCK WORD,12,2023-02-20 15:26:00,41.86,15189,United Kingdom
489653,85123A,WHITE HANGING HEART T-LIGHT HOLDER,38,2023-02-21 08:16:00,9.06,17546,United Kingdom
489647,22752,SET 7 BABUSHKA NESTING BOXES,3,2023-02-21 13:54:00,44.2,15756,United Kingdom
489756,22382,LUNCH BAG SPACEBOY DESIGN,12,2023-02-22 14:25:00,33.76,17913,United Kingdom
489476,23084,RABBIT NIGHT LIGHT,1,2023-02-22 18:50:00,24.96,17524,United Kingdom
489693,21777,RECIPE BOX WITH METAL HEART,8,2023-02-23 10:15:00,3.56,17449,United Kingdom
489808,22310,IVORY KNITTED MUG COSY,4,2023-02-23 15:45:00,5.08,17112,United Kingdom
489758,84029E,RED WOOLLY HOTTIE WHITE HEART,12,2023-02-23 16:43:00,43.27,16002,United Kingdom
489848,21755,LOVE BUILDING BLOCK WORD,2,2023-02-24 13:40:00,32.23,15344,United Kingdom
489674,71053,WHITE METAL LANTERN,87,2023-02-24 16:06:00,37.15,14328,United Kingdom
489756,47566,PARTY BUNTING,8,2023-02-24 16:40:00,4.41,16841,France
489483,21212,PACK OF 72 RETROSPOT CAKE CASES,8,2023-03-03 10:33:00,20.87,16317,Spain
489836,22197,POPCORN HOLDER,10,2023-03-04 09:14:00,44.66,16291,France
489670,84406B,CREAM CUPID HEARTS COAT HANGER,2,2023-03-04 17:18:00,37.0,15401,United Kingdom
489648,85123A,WHITE HANGING HEART T-LIGHT HOLDER,11,2023-03-05 15:46:00,17.21,15146,United Kingdom
489810,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,6,2023-03-05 17:38:00,20.64,17651,United Kingdom
489863,22622,BOX OF VINTAGE ALPHABET BLOCKS,10,2023-03-06 16:01:00,33.2,17085,United Kingdom
489798,23298,SPOTTY BUNTING,2,2023-03-06 19:28:00,14.2,16790,United Kingdom
489452,22748,POPPY'S PLAYHOUSE KITCHEN,6,2023-03-08 16:50:00,49.62,17819,EIRE
489492,22914,BLUE COAT RACK PARIS FASHION,8,2023-03-08 18:24:00,6.78,16299,United Kingdom
489736,21777,RECIPE BOX WITH METAL HEART,6,2023-03-09 10:52:00,40.44,14180,United Kingdom
489547,85099B,JUMBO BAG RED RETROSPOT,31,2023-03-10 15:24:00,23.96,16639,United Kingdom
489529,22633,HAND WARMER UNION JACK,29,2023-03-10 16:52:00,14.66,14546,France
489543,84879,ASSORTED COLOUR BIRD ORNAMENT,12,2023-03-13 12:28:00,36.63,14561,United Kingdom
489588,22912,YELLOW COAT RACK PARIS FASHION,10,2023-03-13 18:06:00,3.06,16852,United Kingdom
489500,22720,SET OF 3 CAKE TINS PANTRY DESIGN,9,2023-03-15 12:15:00,6.47,14762,United Kingdom
489674,22960,JAM MAKING SET WITH JARS,9,2023-03-15 17:39:00,12.96,18277,United Kingdom
489464,71053,WHITE METAL LANTERN,11,2023-03-16 09:50:00,18.99,14457,Spain
489842,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,2,2023-03-16 15:39:00,6.15,16227,EIRE
489524,22752,SET 7 BABUSHKA NESTING BOXES,12,2023-03-17 17:51:00,16.39,14133,United Kingdom
489630,21754,HOME BUILDING BLOCK WORD,7,2023-03-18 12:24:00,26.5,17580,United Kingdom
489665,48187,DOORMAT NEW ENGLAND,12,2023-03-18 15:39:00,26.9,16034,United Kingdom
489591,22633,HAND WARMER UNION JACK,12,2023-03-19 08:50:00,2.72,16539,Germany
489732,84029E,RED WOOLLY HOTTIE WHITE HEART,11,2023-03-19 09:36:00,10.65,14123,Germany
489693,85099C,JUMBO BAG BAROQUE BLACK WHITE,3,2023-03-19 17:57:00,32.32,16216,United Kingdom
489554,20727,LUNCH BAG BLACK SKULL,1,2023-03-19 19:58:00,28.71,14717,United Kingdom
489522,23298,SPOTTY BUNTING,10,2023-03-20 08:06:00,46.52,15971,United Kingdom
489533,21730,GLASS STAR FROSTED T-LIGHT HOLDER,10,2023-03-20 15:29:00,46.87,16277,United Kingdom
489761,21754,HOME BUILDING BLOCK WORD,2,2023-03-20 19:34:00,43.57,15932,United Kingdom
489619,22720,SET OF 3 CAKE TINS PANTRY DESIGN,3,2023-03-21 08:34:00,36.34,17782,Germany
489684,22622,BOX OF VINTAGE ALPHABET BLOCKS,9,2023-03-21 19:09:00,25.55,15622,United Kingdom
489557,21212,PACK OF 72 RETROSPOT CAKE CASES,7,2023-03-23 10:15:00,1.55,16812,United Kingdom
489512,22745,POPPY'S PLAYHOUSE BEDROOM,6,2023-03-23 16:49:00,44.3,16468,United Kingdom
489499,22382,LUNCH BAG SPACEBOY DESIGN,4,2023-03-23 17:01:00,18.88,17311,United Kingdom
489823,22745,POPPY'S PLAYHOUSE BEDROOM,8,2023-03-24 13:37:00,8.97,15461,United Kingdom
489753,22960,JAM MAKING SET WITH JARS,8,2023-03-25 10:18:00,43.93,16770,United Kingdom
489485,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,4,2023-03-25 11:32:00,29.72,17801,United Kingdom
489782,22745,POPPY'S PLAYHOUSE BEDROOM,11,2023-03-26 15:17:00,38.87,15708,United Kingdom
489742,22752,SET 7 BABUSHKA NESTING BOXES,11,2023-03-28 12:30:00,21.88,14359,United Kingdom
489574,22960,JAM MAKING SET WITH JARS,5,2023-03-28 12:56:00,13.3,15120,United Kingdom
489602,85099B,JUMBO BAG RED RETROSPOT,11,2023-03-29 11:05:00,23.4,17010,France
489544,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,8,2023-03-30 17:09:00,38.12,18024,Germany
489572,22382,LUNCH BAG SPACEBOY DESIGN,11,2023-03-30 17:42:00,44.83,17457,United Kingdom
489743,47566,PARTY BUNTING,9,2023-03-31 17:15:00,29.31,16225,United Kingdom
489565,23204,JUMBO BAG BABUSHKA,33,2023-04-01 11:05:00,31.12,16971,Portugal
489653,22745,POPPY'S PLAYHOUSE BEDROOM,23,2023-04-01 13:14:00,34.6,17863,United Kingdom
489672,22633,HAND WARMER UNION JACK,5,2023-04-02 11:41:00,29.46,15416,United Kingdom
489632,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,2023-04-03 10:08:00,47.1,17789,United Kingdom
489580,21777,RECIPE BOX WITH METAL HEART,1,2023-04-03 16:45:00,5.09,14127,Germany
489525,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,6,2023-04-04 09:52:00,18.81,17407,France
489784,23203,JUMBO BAG VINTAGE DOILY,8,2023-04-04 18:49:00,17.34,14467,United Kingdom
489716,84406B,CREAM CUPID HEARTS COAT HANGER,5,2023-04-05 16:59:00,16.12,15174,United Kingdom
489537,23203,JUMBO BAG VINTAGE DOILY,5,2023-04-06 08:26:00,16.04,17005,United Kingdom
489496,22633,HAND WARMER UNION JACK,10,2023-04-06 11:09:00,19.17,15319,United Kingdom
489668,22623,BOX OF VINTAGE JIGSAW BLOCKS,10,2023-04-07 08:08:00,25.1,18041,United Kingdom
489851,22720,SET OF 3 CAKE TINS PANTRY DESIGN,9,2023-04-08 15:52:00,48.96,14550,France
489833,22632,HAND WARMER RED POLKA DOT,2,2023-04-08 17:44:00,45.64,17181,United Kingdom
489864,21034,REX CASH+CARRY JUMBO SHOPPER,3,2023-04-10 18:11:00,30.74,16298,United Kingdom
489711,23084,RABBIT NIGHT LIGHT,7,2023-04-14 18:39:00,46.48,16072,United Kingdom
489655,22310,IVORY KNITTED MUG COSY,95,2023-04-15 08:42:00,49.12,14333,United Kingdom
489657,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,2,2023-04-15 14:17:00,36.49,15247,United Kingdom
489461,22752,SET 7 BABUSHKA NESTING BOXES,12,2023-04-16 18:55:00,41.32,16566,United Kingdom
489660,20727,LUNCH BAG BLACK SKULL,9,2023-04-17 18:44:00,39.64,15089,United Kingdom
489490,22310,IVORY KNITTED MUG COSY,9,2023-04-18 15:14:00,16.2,14540,United Kingdom
489865,48187,DOORMAT NEW ENGLAND,4,2023-04-18 18:40:00,28.16,15661,United Kingdom
489633,21754,HOME BUILDING BLOCK WORD,39,2023-04-19 13:59:00,19.51,16067,United Kingdom
489493,23298,SPOTTY BUNTING,6,2023-04-20 12:57:00,20.05,15137,United Kingdom
489590,20725,LUNCH BAG RED RETROSPOT,6,2023-04-20 14:00:00,42.46,14486,Germany
489560,22633,HAND WARMER UNION JACK,9,2023-04-20 18:12:00,45.24,17465,Germany
489602,22623,BOX OF VINTAGE JIGSAW BLOCKS,50,2023-04-21 19:54:00,31.49,14212,France
489839,21212,PACK OF 72 RETROSPOT CAKE CASES,4,2023-04-22 11:35:00,45.36,17800,United Kingdom
489720,22913,RED COAT RACK PARIS FASHION,10,2023-04-22 12:09:00,9.61,15038,United Kingdom
489780,84406B,CREAM CUPID HEARTS COAT HANGER,10,2023-04-24 08:52:00,1.03,15881,United Kingdom
489633,22913,RED COAT RACK PARIS FASHION,4,2023-04-24 17:14:00,33.84,15094,United Kingdom
489762,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,9,2023-04-25 13:18:00,43.81,18256,United Kingdom
489827,22720,SET OF 3 CAKE TINS PANTRY DESIGN,11,2023-04-25 16:11:00,12.73,16438,United Kingdom
489532,22720,SET OF 3 CAKE TINS PANTRY DESIGN,4,2023-04-25 18:12:00,30.8,15212,United Kingdom
489712,21777,RECIPE BOX WITH METAL HEART,11,2023-04-26 14:01:00,27.58,16034,France
489694,22632,HAND WARMER RED POLKA DOT,7,2023-04-26 18:25:00,16.22,16892,United Kingdom
489823,71053,WHITE METAL LANTERN,3,2023-04-27 15:27:00,20.3,14433,United Kingdom
489692,21034,REX CASH+CARRY JUMBO SHOPPER,5,2023-04-27 18:19:00,34.88,15219,United Kingdom
489499,22913,RED COAT RACK PARIS FASHION,6,2023-04-28 09:51:00,8.68,15607,Germany
489810,23203,JUMBO BAG VINTAGE DOILY,6,2023-04-28 12:21:00,37.26,15200,United Kingdom
489525,22623,BOX OF VINTAGE JIGSAW BLOCKS,9,2023-04-28 13:46:00,28.47,14642,United Kingdom
489572,20727,LUNCH BAG BLACK SKULL,7,2023-04-29 09:31:00,49.64,17539,United Kingdom
489533,21034,REX CASH+CARRY JUMBO SHOPPER,4,2023-04-29 13:48:00,32.83,14980,Germany
489542,22913,RED COAT RACK PARIS FASHION,69,2023-05-01 12:39:00,34.67,15729,Spain
489701,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,11,2023-05-03 16:58:00,28.89,14943,Germany
489538,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,3,2023-05-04 10:11:00,28.07,17201,Netherlands
489791,22913,RED COAT RACK PARIS FASHION,7,2023-05-04 16:09:00,30.33,17887,United Kingdom
489649,22382,LUNCH BAG SPACEBOY DESIGN,7,2023-05-04 18:10:00,45.99,17645,Belgium
489614,23204,JUMBO BAG BABUSHKA,9,2023-05-05 11:29:00,12.32,16191,Netherlands
489612,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,9,2023-05-05 18:04:00,40.04,18258,United Kingdom
489758,22197,POPCORN HOLDER,1,2023-05-06 10:58:00,17.35,14947,United Kingdom
489856,23298,SPOTTY BUNTING,1,2023-05-07 08:07:00,42.88,16455,United Kingdom
489454,48187,DOORMAT NEW ENGLAND,7,2023-05-08 10:16:00,7.62,14565,United Kingdom
489869,85099B,JUMBO BAG RED RETROSPOT,12,2023-05-08 17:11:00,31.0,14877,United Kingdom
489522,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,7,2023-05-09 08:08:00,10.75,16793,United Kingdom
489694,22748,POPPY'S PLAYHOUSE KITCHEN,8,2023-05-09 13:03:00,2.0,16880,United Kingdom
489856,84406B,CREAM CUPID HEARTS COAT HANGER,2,2023-05-09 19:43:00,31.0,15606,United Kingdom
489780,20727,LUNCH BAG BLACK SKULL,11,2023-05-11 19:24:00,20.86,17608,EIRE
489830,22960,JAM MAKING SET WITH JARS,4,2023-05-13 14:10:00,35.71,15678,Germany
489569,22622,BOX OF VINTAGE ALPHABET BLOCKS,6,2023-05-13 14:40:00,10.41,15598,United Kingdom
489841,22086,PAPER CHAIN KIT 50'S CHRISTMAS,19,2023-05-14 13:07:00,49.78,17713,United Kingdom
489654,22382,LUNCH BAG SPACEBOY DESIGN,4,2023-05-15 12:00:00,35.73,14708,United Kingdom
489733,21755,LOVE BUILDING BLOCK WORD,2,2023-05-16 08:40:00,6.12,15449,Switzerland
489527,22960,JAM MAKING SET WITH JARS,7,2023-05-18 13:20:00,11.11,14796,Netherlands
489664,48187,DOORMAT NEW ENGLAND,6,2023-05-18 19:45:00,17.27,15477,United Kingdom
489568,22913,RED COAT RACK PARIS FASHION,25,2023-05-19 08:04:00,17.15,15940,France
489481,85099B,JUMBO BAG RED RETROSPOT,4,2023-05-20 11:01:00,9.29,16606,United Kingdom
489714,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,10,2023-05-20 11:36:00,4.12,17564,EIRE
489480,84879,ASSORTED COLOUR BIRD ORNAMENT,11,2023-05-21 11:11:00,2.71,16101,United Kingdom
489661,22752,SET 7 BABUSHKA NESTING BOXES,6,2023-05-23 11:38:00,40.49,15484,United Kingdom
489542,22382,LUNCH BAG SPACEBOY DESIGN,3,2023-05-23 14:24:00,18.89,15866,France
489454,22633,HAND WARMER UNION JACK,1,2023-05-24 11:18:00,30.17,18279,Belgium
489879,21754,HOME BUILDING BLOCK WORD,2,2023-05-25 09:22:00,31.49,16577,Germany
489534,22632,HAND WARMER RED POLKA DOT,5,2023-05-25 12:37:00,37.39,14486,EIRE
489609,23203,JUMBO BAG VINTAGE DOILY,4,2023-05-25 12:51:00,13.92,16392,EIRE
489594,84406B,CREAM CUPID HEARTS COAT HANGER,2,2023-05-25 17:45:00,46.61,17592,EIRE
489671,23204,JUMBO BAG BABUSHKA,9,2023-05-27 18:55:00,40.17,15743,France
489818,22382,LUNCH BAG SPACEBOY DESIGN,6,2023-05-30 08:56:00,5.05,17261,United Kingdom
489851,23204,JUMBO BAG BABUSHKA,25,2023-05-31 10:25:00,6.28,15580,United Kingdom
489754,22752,SET 7 BABUSHKA NESTING BOXES,43,2023-05-31 11:07:00,14.11,17111,United Kingdom
489550,85099B,JUMBO BAG RED RETROSPOT,11,2023-05-31 11:45:00,4.35,14928,United Kingdom
489618,23203,JUMBO BAG VINTAGE DOILY,3,2023-05-31 17:11:00,18.35,17305,United Kingdom
